"parameter_stable_id","categories"
"ALTRBRCLA_BLK_040_001","Not Block banked,Blocked banked"
"ALTRBRCLA_BLK_056_001","Not Block banked,Block banked"
"ALTRBRCLA_BLK_012_001","Blocked banked,Not Block banked"
"ALTRBRCLA_BLK_055_001","Block banked,Not Block banked"
"ALTRBRCLA_BLK_053_001","Not Block banked,Block banked"
"ALTRBRCLA_BLK_027_001","Not Block banked,Blocked banked"
"ALTRBRCLA_BLK_048_001","Block banked,Not Block banked"
"ALTRBRCLA_BLK_038_001","Blocked banked,Not Block banked"
"ALTRBRCLA_BLK_018_001","Not Block banked,Blocked banked"
"ALTRBRCLA_BLK_014_001","Blocked banked,Not Block banked"
"ALTRBRCLA_BLK_037_001","Blocked banked,Not Block banked"
"ALTRBRCLA_BLK_028_001","Not Block banked,Blocked banked"
"ALTRBRCLA_BLK_030_001","Not Block banked,Blocked banked"
"ALTRBRCLA_BLK_034_001","Not Block banked,Blocked banked"
"ALTRBRCLA_BLK_032_001","Blocked banked,Not Block banked"
"ALTRBRCLA_BLK_035_001","Blocked banked,Not Block banked"
"ALTRBRCLA_BLK_046_001","Block banked,Not Block banked"
"ALTRBRCLA_BLK_019_001","Blocked banked,Not Block banked"
"ALTRBRCLA_BLK_015_001","Not Block banked,Blocked banked"
"ALTRBRCLA_BLK_054_001","Not Block banked,Block banked"
"ALTRBRCLA_BLK_049_001","Not Block banked,Block banked"
"ALTRBRCLA_PAT_076_001","No,Yes"
"ALTRBRCLA_ECG_031_001","No,Yes"
"ALTRBRCLA_ABR_016_001","No,Yes"
"ALTDSS_DSS_014_001","Yes,No"
"ALTTRC_TRC_001_001","Yes,No"
"ALTTRC_TRC_002_001","Yes - high,None,Yes - rare"
"ALTSLM_SLM_016_001","Yes,No"
"ALTBCMIP_WEL_005_001","Withdrawn: Control,Withdrawn: Spare,Withdrawn: Environmental Health Concern,Withdrawn: Line Level Health Concern,Withdrawn: Individual Health Concern,Found Dead,Alive"
"ALTBCMIP_CSD_067_001","Not as expected,As expected,No data"
"ALTBCMIP_CSD_070_001","Not as expected,As expected,No data"
"ALTBCMIP_CSD_024_001","As expected,Not as expected,No data"
"ALTBCMIP_CSD_031_001","Extended freeze,As expected,Immediate movement"
"ALTBCMIP_CSD_050_002","No data,As expected,Both forelimbs - decreased number,Both forelimbs - increased number,One forelimb - increased number,One forelimb - decreased number"
"ALTBCMIP_CSD_001_001","Present,Absent"
"ALTBCMIP_CSD_043_002","As expected,Both hindpaws - not as expected,One hindpaw - not as expected"
"ALTBCMIP_CSD_069_001","As expected,Not as expected,No data"
"ALTBCMIP_CSD_074_001","As expected,Not as expected"
"ALTBCMIP_CSD_034_001","As expected,No data,Dragging,Straub / elevated tail"
"ALTBCMIP_CSD_059_001","Not as expected,As expected"
"ALTBCMIP_CSD_060_001","As expected,Not as expected"
"ALTBCMIP_CSD_062_001","Not as expected,As expected"
"ALTBCMIP_CSD_046_001","Both forelimbs - fused,One forelimb - fused,Both forelimbs - decreased size,One forelimb - increased size,One forelimb - decreased size,As expected,Both forelimbs - increased size"
"ALTBCMIP_CSD_065_001","Not as expected,As expected"
"ALTBCMIP_CSD_021_001","Both hindlimbs - not as expected,One hindlimb only - not as expected,As expected"
"ALTBCMIP_CSD_026_001","As expected,Not as expected"
"ALTBCMIP_CSD_017_001","As expected,One forelimb only - not as expected,Both forelimbs - not as expected"
"ALTBCMIP_CSD_013_001","As expected,Not as expected"
"ALTBCMIP_CSD_072_001","As expected,No data,Not as expected"
"ALTBCMIP_CSD_078_001","As expected,Not as expected"
"ALTBCMIP_CSD_020_001","As expected,Both hindlimbs - not as expected,One hindlimb only - not as expected"
"ALTBCMIP_CSD_022_001","One hindlimb only - decreased,Both hindlimbs - increased,One hindlimb only - increased,Both hindlimbs - decreased,As expected"
"ALTBCMIP_CSD_003_001","Decreased,No data,As expected,Increased"
"ALTBCMIP_CSD_063_001","As expected,Not as expected"
"ALTBCMIP_CSD_080_001","Absent,Present"
"ALTBCMIP_CSD_039_001","No data,Absent,Present"
"ALTBCMIP_CSD_040_002","As expected,Both forepaws - decreased,One forepaw - increased,One forepaw - decreased,Both forepaws - increased"
"ALTBCMIP_CSD_045_002","One hindlimb - decreased number,As expected,Both hindlimbs - increased number,Both hindlimbs - decreased number,One hindlimb - increased number"
"ALTBCMIP_CSD_077_001","Absent,No data,Present"
"ALTBCMIP_CSD_030_001","Absent,Present"
"ALTBCMIP_CSD_011_001","As expected,Not as expected"
"ALTBCMIP_CSD_048_002","Both forelimbs - not as expected,As expected,One forelimb - not as expected"
"ALTBCMIP_CSD_006_001","No data,Not as expected,As expected"
"ALTBCMIP_CSD_073_001","Not as expected,As expected,No data"
"ALTBCMIP_CSD_058_001","Not as expected,As expected"
"ALTBCMIP_CSD_053_002","One hindlimb - decreased length,No data,Both hindlimbs - decreased length,As expected,Both hindlimbs - increased length,One hindlimb - increased length"
"ALTBCMIP_CSD_056_001","Not as expected,As expected"
"ALTBCMIP_CSD_052_002","Both forelimbs - decreased length,One forelimb - decreased length,One forelimb - increased length,As expected,Both forelimbs - increased length,No data"
"ALTBCMIP_CSD_057_001","Not as expected,As expected"
"ALTBCMIP_CSD_033_001","Lack of fluidity in movement,Fluid movement"
"ALTBCMIP_CSD_054_002","As expected,No data,Both forelimbs - not as expected,One forelimb - not as expected"
"ALTBCMIP_CSD_002_001","Long,As expected,Short,No data"
"ALTBCMIP_CSD_005_001","Not as expected,No data,As expected"
"ALTBCMIP_CSD_008_001","No data,Not as expected,As expected"
"ALTBCMIP_CSD_019_001","Both forelimbs - increased,Both forelimbs - decreased,One forelimb only - decreased,One forelimb only - increased,As expected"
"ALTBCMIP_CSD_064_001","As expected,Not as expected"
"ALTBCMIP_CSD_055_002","As expected,No data,One hindlimb - not as expected,Both hindlimbs - not as expected"
"ALTBCMIP_CSD_015_001","As expected,No data,Not as expected"
"ALTBCMIP_CSD_018_001","As expected,Both forelimbs - not as expected,One forelimb only - not as expected"
"ALTBCMIP_CSD_028_001","Increased,Decreased,As expected"
"ALTBCMIP_CSD_049_002","Both hindlimbs - not as expected,One hindlimb - not as expected,As expected"
"ALTBCMIP_CSD_009_001","No data,Not as expected,As expected"
"ALTBCMIP_CSD_042_002","One forepaw - not as expected,As expected,Both forepaws - not as expected"
"ALTBCMIP_CSD_037_001","Other,Retropulsion,None,Jumping,Circling"
"ALTBCMIP_CSD_010_001","As expected,Not as expected,No data"
"ALTBCMIP_CSD_038_001","Present,No data,Absent"
"ALTBCMIP_CSD_004_001","No data,Not as expected,As expected"
"ALTBCMIP_CSD_041_002","One hindpaw - decreased,Both hindpaws - increased,As expected,One hindpaw - increased,Both hindpaws - decreased"
"ALTBCMIP_CSD_044_002","One forelimb - increased number,Both forelimbs - increased number,As expected,One forelimb - decreased number,Both forelimbs - decreased number"
"ALTBCMIP_CSD_066_001","Not as expected,As expected"
"ALTBCMIP_CSD_071_001","Absent,As expected"
"ALTBCMIP_CSD_076_001","Not as expected,As expected"
"ALTBCMIP_CSD_061_001","No data,Not as expected,As expected"
"ALTBCMIP_CSD_036_001","Present,No data,None"
"ALTBCMIP_CSD_075_001","As expected,Not as expected"
"ALTBCMIP_CSD_068_001","As expected,Not as expected"
"ALTBCMIP_CSD_023_001","Not as expected,As expected"
"ALTBCMIP_CSD_051_002","One hindlimb - decreased number,As expected,Both hindlimbs - increased number,Both hindlimbs - decreased number,One hindlimb - increased number,No data"
"ALTBCMIP_CSD_029_001","As expected,Increased activity,Inactive"
"ALTBCMIP_CSD_012_001","As expected,Not as expected"
"ALTBCMIP_CSD_016_001","No data,Not as expected,As expected"
"ALTBCMIP_CSD_025_001","Increased,As expected,Decreased"
"ALTBCMIP_CSD_007_001","Not as expected,As expected,No data"
"ALTBCMIP_CSD_047_001","As expected,One hindlimb - decreased size,Both hindlimbs - increased size,One hindlimb - fused,Both hindlimbs - decreased size,Both hindlimbs - fused,One hindlimb - increased size"
"ALTBCMIP_CSD_014_001","Not as expected,As expected,No data"
"ALTBCMIP_CSD_027_001","Not as expected,As expected"
"ALTBCMIP_CSD_079_001","Excessive aggression,As expected"
"ALTUCDIP_WEL_005_001","Withdrawn: Line Level Health Concern,Withdrawn: Individual Health Concern,Found Dead,Alive,Withdrawn: Control,Withdrawn: Spare,Withdrawn: Environmental Health Concern"
"ALTUCDIP_CSD_074_001","As expected,Not as expected"
"ALTUCDIP_CSD_045_002","Both hindlimbs - increased number,One hindlimb - decreased number,As expected,One hindlimb - increased number,Both hindlimbs - decreased number"
"ALTUCDIP_CSD_030_001","Absent,Present"
"ALTUCDIP_CSD_058_001","As expected,Not as expected"
"ALTUCDIP_CSD_008_001","As expected,Not as expected,No data"
"ALTUCDIP_CSD_007_001","No data,As expected,Not as expected"
"ALTUCDIP_CSD_075_001","Not as expected,As expected"
"ALTUCDIP_CSD_052_002","As expected,No data,One forelimb - increased length,Both forelimbs - increased length,Both forelimbs - decreased length,One forelimb - decreased length"
"ALTUCDIP_CSD_024_001","As expected,Not as expected,No data"
"ALTUCDIP_CSD_043_002","Both hindpaws - not as expected,One hindpaw - not as expected,As expected"
"ALTUCDIP_CSD_077_001","Present,Absent,No data"
"ALTUCDIP_CSD_046_001","Both forelimbs - decreased size,As expected,Both forelimbs - increased size,One forelimb - increased size,Both forelimbs - fused,One forelimb - fused,One forelimb - decreased size"
"ALTUCDIP_CSD_040_002","One forepaw - increased,One forepaw - decreased,Both forepaws - decreased,As expected,Both forepaws - increased"
"ALTUCDIP_CSD_042_002","One forepaw - not as expected,As expected,Both forepaws - not as expected"
"ALTUCDIP_CSD_039_001","Present,No data,Absent"
"ALTUCDIP_CSD_013_001","Not as expected,As expected"
"ALTUCDIP_CSD_059_001","Not as expected,As expected"
"ALTUCDIP_CSD_061_001","No data,As expected,Not as expected"
"ALTUCDIP_CSD_067_001","As expected,No data,Not as expected"
"ALTUCDIP_CSD_016_001","No data,Not as expected,As expected"
"ALTUCDIP_CSD_019_001","Both forelimbs - increased,One forelimb only - increased,Both forelimbs - decreased,One forelimb only - decreased,As expected"
"ALTUCDIP_CSD_033_001","Lack of fluidity in movement,Fluid movement"
"ALTUCDIP_CSD_023_001","As expected,Not as expected"
"ALTUCDIP_CSD_022_001","One hindlimb only - decreased,As expected,Both hindlimbs - increased,Both hindlimbs - decreased,One hindlimb only - increased"
"ALTUCDIP_CSD_065_001","Not as expected,As expected"
"ALTUCDIP_CSD_025_001","Increased,Decreased,As expected"
"ALTUCDIP_CSD_020_001","One hindlimb only - not as expected,Both hindlimbs - not as expected,As expected"
"ALTUCDIP_CSD_014_001","No data,Not as expected,As expected"
"ALTUCDIP_CSD_066_001","As expected,Not as expected"
"ALTUCDIP_CSD_034_001","No data,Straub / elevated tail,Dragging,As expected"
"ALTUCDIP_CSD_055_002","Both hindlimbs - not as expected,One hindlimb - not as expected,As expected,No data"
"ALTUCDIP_CSD_021_001","Both hindlimbs - not as expected,One hindlimb only - not as expected,As expected"
"ALTUCDIP_CSD_009_001","Not as expected,No data,As expected"
"ALTUCDIP_CSD_017_001","Both forelimbs - not as expected,As expected,One forelimb only - not as expected"
"ALTUCDIP_CSD_005_001","As expected,No data,Not as expected"
"ALTUCDIP_CSD_031_001","Extended freeze,As expected,Immediate movement"
"ALTUCDIP_CSD_071_001","As expected,Absent"
"ALTUCDIP_CSD_047_001","Both hindlimbs - increased size,As expected,One hindlimb - decreased size,Both hindlimbs - decreased size,One hindlimb - fused,Both hindlimbs - fused,One hindlimb - increased size"
"ALTUCDIP_CSD_063_001","As expected,Not as expected"
"ALTUCDIP_CSD_012_001","Not as expected,As expected"
"ALTUCDIP_CSD_054_002","No data,One forelimb - not as expected,As expected,Both forelimbs - not as expected"
"ALTUCDIP_CSD_038_001","Absent,No data,Present"
"ALTUCDIP_CSD_041_002","As expected,One hindpaw - increased,Both hindpaws - increased,Both hindpaws - decreased,One hindpaw - decreased"
"ALTUCDIP_CSD_056_001","Not as expected,As expected"
"ALTUCDIP_CSD_002_001","Long,No data,As expected,Short"
"ALTUCDIP_CSD_048_002","Both forelimbs - not as expected,As expected,One forelimb - not as expected"
"ALTUCDIP_CSD_080_001","Absent,Present"
"ALTUCDIP_CSD_068_001","As expected,Not as expected"
"ALTUCDIP_CSD_044_002","One forelimb - decreased number,Both forelimbs - decreased number,As expected,Both forelimbs - increased number,One forelimb - increased number"
"ALTUCDIP_CSD_076_001","As expected,Not as expected"
"ALTUCDIP_CSD_070_001","As expected,Not as expected,No data"
"ALTUCDIP_CSD_001_001","Absent,Present"
"ALTUCDIP_CSD_037_001","Other,None,Retropulsion,Circling,Jumping"
"ALTUCDIP_CSD_015_001","No data,As expected,Not as expected"
"ALTUCDIP_CSD_026_001","As expected,Not as expected"
"ALTUCDIP_CSD_078_001","As expected,Not as expected"
"ALTUCDIP_CSD_011_001","Not as expected,As expected"
"ALTUCDIP_CSD_064_001","As expected,Not as expected"
"ALTUCDIP_CSD_069_001","No data,Not as expected,As expected"
"ALTUCDIP_CSD_004_001","No data,As expected,Not as expected"
"ALTUCDIP_CSD_049_002","Both hindlimbs - not as expected,One hindlimb - not as expected,As expected"
"ALTUCDIP_CSD_051_002","Both hindlimbs - increased number,Both hindlimbs - decreased number,One hindlimb - decreased number,One hindlimb - increased number,As expected,No data"
"ALTUCDIP_CSD_072_001","Not as expected,As expected,No data"
"ALTUCDIP_CSD_027_001","As expected,Not as expected"
"ALTUCDIP_CSD_062_001","Not as expected,As expected"
"ALTUCDIP_CSD_060_001","As expected,Not as expected"
"ALTUCDIP_CSD_073_001","Not as expected,No data,As expected"
"ALTUCDIP_CSD_050_002","As expected,Both forelimbs - increased number,One forelimb - decreased number,Both forelimbs - decreased number,One forelimb - increased number,No data"
"ALTUCDIP_CSD_057_001","Not as expected,As expected"
"ALTUCDIP_CSD_003_001","As expected,No data,Increased,Decreased"
"ALTUCDIP_CSD_010_001","As expected,Not as expected,No data"
"ALTUCDIP_CSD_029_001","Increased activity,As expected,Inactive"
"ALTUCDIP_CSD_006_001","No data,As expected,Not as expected"
"ALTUCDIP_CSD_053_002","One hindlimb - increased length,One hindlimb - decreased length,Both hindlimbs - increased length,No data,Both hindlimbs - decreased length,As expected"
"ALTUCDIP_CSD_036_001","Present,None,No data"
"ALTUCDIP_CSD_028_001","Increased,Decreased,As expected"
"ALTUCDIP_CSD_079_001","Excessive aggression,As expected"
"ALTUCDIP_CSD_018_001","One forelimb only - not as expected,Both forelimbs - not as expected,As expected"
"ALTTCPIP_WEL_005_001","Alive,Withdrawn: Environmental Health Concern,Withdrawn: Line Level Health Concern,Withdrawn: Individual Health Concern,Found Dead,Withdrawn: Control,Withdrawn: Spare"
"ALTTCPIP_CSD_006_001","As expected,No data,Not as expected"
"ALTTCPIP_CSD_015_001","No data,Not as expected,As expected"
"ALTTCPIP_CSD_037_001","Other,Retropulsion,Jumping,None,Circling"
