"","parameter_stable_id","categories"
"15610","RBRCLA_CSD_022_001","As expected,One hindlimb only - increased,One hindlimb only - decreased,Both hindlimbs - increased,Both hindlimbs - decreased"
"15611","RBRCLA_CSD_082_001","Open bench,LAF cabinet"
"15612","RBRCLA_CSD_065_001","As expected,Not as expected"
"15613","RBRCLA_CSD_067_001","As expected,Not as expected,No data"
"15614","RBRCLA_CSD_075_001","As expected,Not as expected"
"15615","RBRCLA_CSD_005_001","As expected,Not as expected,No data"
"15616","RBRCLA_XRY_024_001","normal,abnormal,imageOnly,unobservable"
"15617","RBRCLA_XRY_037_001","Faxitron X-Ray Corporation,Rigaku Corporation (Micro-CT),Bruker,Faxitron Bioptics LLC"
"15618","RBRCLA_XRY_067_001","normal,abnormal,imageOnly,unobservable"
"15619","RBRCLA_XRY_023_001","normal,abnormal,imageOnly,unobservable"
"15620","RBRCLA_XRY_066_001","normal,abnormal,imageOnly,unobservable"
"15621","RBRCLA_XRY_010_001","normal,abnormal,imageOnly,unobservable"
"15622","RBRCLA_XRY_006_001","normal,abnormal,imageOnly,unobservable"
"15623","RBRCLA_XRY_018_001","normal,abnormal,imageOnly,unobservable"
"15624","RBRCLA_XRY_060_001","yes,no,imageOnly,unobservable"
"15625","RBRCLA_XRY_026_001","normal,abnormal,imageOnly,unobservable"
"15626","RBRCLA_XRY_019_001","yes,no,imageOnly,unobservable"
"15627","RBRCLA_XRY_062_001","yes,no,imageOnly,unobservable"
"15628","RBRCLA_XRY_027_001","normal,abnormal,imageOnly,unobservable"
"15629","RBRCLA_DXA_015_001","Avertin,Ketamine+Xylazine,Isoflurane,Euthatal,Tribromoethanol,Domitor+Ketamin,Ketamine+Xylazine+Antisedan,Pentobarb,No anesthesia"
"15630","RBRCLA_DXA_013_001","Lunar Piximus II,Sabre,Minispec LF50,Minispec MQ 10,UltraFocus 100,UltraFocus DXA"
"15631","RBRCLA_DXA_012_001","GE Medical Systems,Norland Stratec,Bruker,Faxitron Bioptics LLC"
"15632","RBRCLA_EYE_035_001","Sigma 150K,Omega 500 Unplugged,Micron III,Genesis-D,OMEGA 180 / Superfield NC,Xenon Nova 175W light source + HOPKINS optic 1218AA /Nikon D5100 + 85 mm f/1.8 lens,Omega 180 / 60D,SL4 4AA,Genesis,Genesis-DF"
"15633","RBRCLA_EYE_086_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"15634","RBRCLA_EYE_010_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"15635","RBRCLA_EYE_018_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"15636","RBRCLA_EYE_016_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"15637","RBRCLA_EYE_081_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"15638","RBRCLA_EYE_022_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"15639","RBRCLA_EYE_006_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"15640","RBRCLA_EYE_083_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"15641","RBRCLA_EYE_023_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"15642","RBRCLA_EYE_011_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"15643","RBRCLA_EYE_024_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"15644","RBRCLA_EYE_025_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"15645","RBRCLA_EYE_007_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"15646","RBRCLA_EYE_085_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"15647","RBRCLA_XRY_004_001","normal,abnormal,imageOnly,unobservable"
"15648","RBRCLA_XRY_021_001","normal,abnormal,imageOnly,unobservable"
"15649","RBRCLA_XRY_020_001","normal,abnormal,imageOnly,unobservable"
"15650","RBRCLA_XRY_007_001","normal,abnormal,imageOnly,unobservable"
"15651","RBRCLA_XRY_038_001","MX-20-DC12,MX-20-DC4,R_mCT (Micro-CT),MX-20,MS-FX Pro,UltraFocus 100,UltraFocus DXA"
"15652","RBRCLA_XRY_003_001","normal,abnormal,imageOnly,unobservable"
"15653","RBRCLA_XRY_055_001","normal,abnormal,imageOnly,unobservable"
"15654","RBRCLA_XRY_064_001","normal,abnormal,imageOnly,unobservable"
"15655","RBRCLA_XRY_012_001","normal,abnormal,imageOnly,unobservable"
"15656","RBRCLA_XRY_011_001","not fused,fused,imageOnly,unobservable"
"15657","RBRCLA_XRY_001_001","normal,abnormal,imageOnly,unobservable"
"15658","RBRCLA_DXA_014_001","Anesthetized,Dead,Awake"
"15659","RBRCLA_EYE_027_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"15660","RBRCLA_EYE_019_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"15661","RBRCLA_EYE_026_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"15662","RBRCLA_EYE_043_001","Atropine,Tropicamide,Tropicamide+Phenylephrin,Cyclopentolate hydrochloride,Phenylephrine hydrochloride,None,Atropine sulphate,Cyclopentolate hydrochloride+Phenylephrine hydrochloride"
"15663","RBRCLA_EYE_009_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"15664","RBRCLA_EYE_001_001","present,absent left eye,absent right eye,absent both eyes"
"15665","RBRCLA_EYE_044_001","Atropine,Oxybuprocain,Mydriacyl,Phenylephrine hydrochloride,Hydrochloride,No anesthesia,Atropine sulphate"
"15666","RBRCLA_IMM_078_001","BD Biosciences,Beckman Coulter"
"15667","RBRCLA_IMM_102_001","DN25,D8764"
"15668","RBRCLA_IMM_084_001","Roche,Worthington,Gibco"
"15669","RBRCLA_IMM_096_001","HBSS,PBS"
"15670","RBRCLA_IMM_083_001","Collagenase D,Collagenase II"
"15671","RBRCLA_EYE_041_001","Oculus GmbH"
"15672","RBRCLA_IMM_091_001","00-4300-54,,home brew,10-548E"
"15673","RBRCLA_IMM_105_001","S34857,S-34860,,D9542,S11348,home brew,R37606"
"15674","RBRCLA_IMM_113_001",""
"15675","RBRCLA_IMM_085_001","#11088858001,CLS2LS004176,17101-015"
"15676","RBRCLA_IMM_100_001","R8758,11875-101,home brew,189-02145,31800-022,none used,11875-093"
"15677","RBRCLA_IMM_109_001","Yes,No"
"15678","RBRCLA_IMM_099_001","Sigma,Life Technologies,Jax,Wako,Gibco,none used"
"15679","RBRCLA_IMM_086_001","pre-lysis,post-lysis"
"15680","RBRCLA_IMM_111_001",""
"15822","RBRCLA_IMM_103_001","Sytox Blue,Sytox Green,Zombie NIR,DAPI,Propidium Iodide"
"15823","RBRCLA_IMM_088_001","Countess Automated Cell Counter,Reichert Brightline,Gallios,BD LSR-II,Scepter,Attune,Moxi Z,"
"15824","RBRCLA_IMM_097_001","Sigma,Life Technologies,Wisent,Wako,Gibco,Biochrom"
"17560","HRWL_IMM_039_001","Yes,No"
"17561","HRWL_IMM_035_001","1:10,1:300,1:500"
"17562","HRWL_IMM_038_001","Becton Dickinson"
"17576","SLM_PBI_023_001","BD Biosciences"
"17579","SLM_SLM_001_001","IV Salmonella typhimurium SL1344 TetC,IV Salmonella typhimurium M525 TetC"
"17581","UCDIP_BWT_004_001","Ohaus,Denver Instrument,Scientech,Mettler Toledo,Kern & Sohn GmbH,Sartorius,Acculab"
"17582","UCDIP_BWT_007_001","AV2101,SI-2002,SL-3100D,TP-202,PG3001-S,Adventurer Pro,440-47N,AM100,XS802S,AB104-S,AV212C,PCB2000-1,440-33,440-47,572-35,770-14,EMB220-1,EMB500-1,EMB600-2,EW600-2M,BL310,Navigator 34120,AV213C,VIC-511,VIC-123,BP6100,CPA3202S,EMB 200-2,Entris 2201-1S"
"17583","UCDIP_GRS_007_001","HMGU plate,Not HMGU plate,45 Degree cross wired"
"17584","UCDIP_GRS_013_001","Ametek,Bio-GT3+MR,Bio-GS3,Bio-GS2,E-DFD-E-002,DFIS 2,DFE II,DFE,Ametek_old,BIO-GT3"
"17585","UCDIP_CSD_005_001","As expected,Not as expected,No data"
"17586","UCDIP_CSD_030_001","Absent,Present"
"17587","UCDIP_CSD_048_001","As expected,One forelimb - not as expected,Both forelimbs - not as expected"
"17588","UCDIP_CSD_073_001","As expected,Not as expected,No data"
"17589","UCDIP_CSD_013_001","As expected,Not as expected"
"17590","UCDIP_CSD_056_001","As expected,Not as expected"
"17591","UCDIP_CSD_057_001","As expected,Not as expected"
"17592","UCDIP_CSD_039_001","Absent,Present,No data"
"17593","UCDIP_CSD_065_001","As expected,Not as expected"
"17594","UCDIP_CSD_074_001","As expected,Not as expected"
"17595","UCDIP_CSD_022_001","As expected,One hindlimb only - increased,One hindlimb only - decreased,Both hindlimbs - increased,Both hindlimbs - decreased"
"17596","UCDIP_CSD_072_001","As expected,Not as expected,No data"
"17597","UCDIP_CSD_012_001","As expected,Not as expected"
"17598","UCDIP_CSD_068_001","As expected,Not as expected"
"17599","UCDIP_CSD_055_001","As expected,One hindlimb - not as expected,Both hindlimbs - not as expected,No data"
"17600","UCDIP_CSD_042_001","As expected,One forepaw - not as expected,Both forepaws - not as expected"
"17601","UCDIP_CSD_008_001","As expected,Not as expected,No data"
"17602","UCDIP_CSD_038_001","Absent,Present,No data"
"17603","UCDIP_CSD_071_001","As expected,Absent"
"17608","HRWL_FEA_045_001","Context + 4h"
"17609","HRWL_FEA_059_001","Arena 1,Arena 2,Arena 3,Arena 4"
"17610","HRWL_FEA_032_001","0.5"
"17611","HRWL_FEA_028_001",""
"17612","HRWL_FEA_058_001",""
"17613","HRWL_FEA_063_001","Video tracking"
"17614","HRWL_FEA_050_001","Black and white"
"17615","HRWL_FEA_020_001",""
"17616","HRWL_FEA_033_001",""
"17617","HRWL_FEA_047_001","Vanillin"
"17618","HRWL_FEA_046_001",""
"17619","HRWL_FEA_034_001",""
"17620","HRWL_FEA_064_001","Anymaze"
"17621","HRWL_FEA_043_001","Metal grill"
"17622","HRWL_FEA_035_001","616.5"
"17623","HRWL_FEA_052_001",""
"17624","HRWL_FEA_026_001","Metal grill"
"17625","HRWL_FEA_044_001",""
"17626","HRWL_FEA_036_001","Conditioning +24h"
"17627","HRWL_FEA_061_001","Ugo Basile"
"17628","HRWL_FEA_053_001",""
"17629","HRWL_FEA_027_001",""
"17630","UCDIP_CSD_025_001","As expected,Increased,Decreased"
"17631","UCDIP_CSD_024_001","As expected,Not as expected,No data"
"17632","UCDIP_CSD_054_001","As expected,One forelimb - not as expected,Both forelimbs - not as expected,No data"
"17633","UCDIP_CSD_011_001","As expected,Not as expected"
"17634","UCDIP_CSD_052_001","As expected,One forelimb - increased length,One forelimb - decreased length,Both forelimbs - increased length,Both forelimbs - decreased length,No data"
"17635","UCDIP_CSD_026_001","As expected,Not as expected"
"17636","UCDIP_CSD_009_001","As expected,Not as expected,No data"
"17637","UCDIP_CSD_061_001","As expected,Not as expected,No data"
"17638","UCDIP_CSD_047_001","As expected,One hindlimb - increased size,One hindlimb - decreased size,One hindlimb - fused,Both hindlimbs - increased size,Both hindlimbs - decreased size,Both hindlimbs - fused"
"17639","UCDIP_CSD_004_001","As expected,Not as expected,No data"
"17640","UCDIP_CSD_080_001","Present,Absent"
"17641","UCDIP_CSD_017_001","As expected,One forelimb only - not as expected,Both forelimbs - not as expected"
"17642","UCDIP_CSD_021_001","As expected,One hindlimb only - not as expected,Both hindlimbs - not as expected"
"17643","UCDIP_CSD_064_001","As expected,Not as expected"
"17644","UCDIP_CSD_051_001","As expected,One hindlimb - increased number,One hindlimb - decreased number,Both hindlimbs - increased number,Both hindlimbs - decreased number,No data"
"17645","UCDIP_CSD_077_001","Present,Absent,No data"
"17646","UCDIP_CSD_034_001","As expected,Straub / elevated tail,Dragging,No data"
"17647","UCDIP_CSD_029_001","As expected,Increased activity,Inactive"
"17648","UCDIP_CSD_059_001","As expected,Not as expected"
"17649","UCDIP_CSD_003_001","As expected,Increased,Decreased,No data"
"17650","UCDIP_CSD_002_001","As expected,Long,Short,No data"
"17651","UCDIP_CSD_016_001","As expected,Not as expected,No data"
"17652","UCDIP_CSD_033_001","Fluid movement,Lack of fluidity in movement"
"17653","UCDIP_CSD_063_001","As expected,Not as expected"
"17654","UCDIP_CSD_046_001","As expected,One forelimb - increased size,One forelimb - decreased size,One forelimb - fused,Both forelimbs - increased size,Both forelimbs - decreased size,Both forelimbs - fused"
"17655","UCDIP_CSD_050_001","As expected,One forelimb - increased number,One forelimb - decreased number,Both forelimbs - increased number,Both forelimbs - decreased number,No data"
"17669","HRWL_FEA_056_001",""
"17670","HRWL_FEA_021_001",""
"17671","HRWL_FEA_030_001",""
"17672","HRWL_FEA_048_001","Cylinder"
"17673","HRWL_FEA_065_001","Ugo Basile"
"17674","HRWL_FEA_022_001","None"
"17675","HRWL_FEA_039_001","None"
"17676","HRWL_FEA_049_001","20 cm dia X 30 cm  H"
"17677","HRWL_FEA_057_001",""
"17678","HRWL_FEA_031_001","0.5"
"17679","HRWL_FEA_023_001","Square"
"17680","HRWL_FEA_040_001","Square"
"17681","HRWL_FEA_037_001",""
"17682","HRWL_FEA_041_001","16.6 cm L X 17 cm W X 25 cm H"
"17683","HRWL_FEA_024_001","16.6 L X 17 W X 25 H cm"
"17684","HRWL_FEA_025_001","Clear"
"17685","HRWL_FEA_055_001",""
"17686","HRWL_FEA_072_001",""
"17687","HRWL_FEA_060_001","Machine A"
"17688","HRWL_FEA_042_001","Clear"
"17689","HRWL_FEA_038_001",""
"17690","HRWL_IMM_036_001","FACS Analyzer"
"17691","HRWL_IMM_037_001","CANTO-II"
"17692","SLM_HEM_012_001","Scil animal care company Gmbh"
"17693","SLM_HEM_014_001","Mouse Card (E0510051710),Mouse Card (E0401091230)"
"17694","SLM_HEM_013_001","Scil Vet abc"
"17695","SLM_SLM_016_001","No,Yes"
"17696","UCDIP_GRS_006_001","Chatillon,Bioseb,Columbus Instruments"
"17697","UCDIP_CSD_006_001","As expected,Not as expected,No data"
"17698","UCDIP_CSD_031_001","As expected,Immediate movement,Extended freeze"
"17699","UCDIP_CSD_066_001","As expected,Not as expected"
"17700","UCDIP_CSD_058_001","As expected,Not as expected"
"17702","UCDIP_CSD_015_001","As expected,Not as expected,No data"
"17703","UCDIP_CSD_040_001","As expected,One forepaw - decreased,Both forepaws - increased,Both forepaws - decreased,One forepaw - increased"
"17704","UCDIP_CSD_082_001","Open bench,LAF cabinet"
"17705","SLM_PBI_024_001","LSR II"
"17706","UCDIP_CSD_014_001","As expected,Not as expected,No data"
"17707","UCDIP_CSD_049_001","As expected,One hindlimb - not as expected,Both hindlimbs - not as expected"
"17708","UCDIP_CSD_023_001","As expected,Not as expected"
"17709","UCDIP_CSD_075_001","As expected,Not as expected"
"17710","UCDIP_CSD_067_001","As expected,Not as expected,No data"
"17711","UCDIP_CSD_041_001","As expected,One hindpaw - increased,One hindpaw - decreased,Both hindpaws - increased,Both hindpaws - decreased"
